শাংথনা	ꯁꯥꯡꯊꯅꯥ
ভূত্তা	ꯚꯨꯠꯇꯥ
চাক্লবা	ꯆꯥꯛꯂꯕꯥ
ষ্টাফকী	ꯁ꯭ꯇꯥꯐꯀꯤ
চঙ্শিল্লক্পা	ꯆꯪꯁꯤꯜꯂꯛꯄꯥ
থিঙমদ্রবা	ꯊꯤꯉꯝꯗ꯭ꯔꯕꯥ
এক্তিভা	ꯑꯦꯛꯇꯤꯚꯥ
মংলিবা	ꯃꯪꯂꯤꯕꯥ
ইনশিন	ꯏꯟꯁꯤꯟ
শংলেনদসু	ꯁꯪꯂꯦꯅꯪꯟꯗꯁꯨ
পীথোরক্কনি	ꯄꯤꯊꯣꯔꯛꯀꯅꯤ
খেন্নব	ꯈꯦꯟꯅꯕ
থিরুবদা	ꯊꯤꯔꯨꯕꯗꯥ
ননাক্তা	ꯅꯅꯥꯛꯇꯥ
য়ুমলোন্ননা	ꯌꯨꯃꯂꯣꯟꯅꯅꯥ
কলা	ꯀꯂꯥ
শঙ্গাবদা	ꯁꯪꯒꯥꯕꯗꯥ
এল্লাৱেন্স	ꯑꯦꯜꯂꯥꯋꯦꯟ꯭ꯁ
খুদোংচাবশিং	ꯈꯨꯗꯣꯡꯆꯥꯕꯁꯤꯡ
থক্কদবনি	ꯊꯛꯀꯗꯕꯅꯤ
সেমী	ꯁꯦꯃꯤ
তোম্বী	ꯇꯣꯝꯕꯤ
খোল্লুরে	ꯈꯣꯜꯂꯨꯔꯦ
লোমদগী	ꯂꯣꯝꯗꯒꯤ
চেনথোক	ꯆꯦꯟꯊꯣꯛ
নিসাঙ্কনা	ꯅꯤꯁꯥꯡ꯭ꯀꯅꯥ
কোয়্পাই	ꯀꯣꯢꯄꯥꯢ
ফাইবতা	ꯐꯥꯢꯕꯇꯥ
ফোরেন্সিক	ꯐꯣꯔꯦꯟꯁꯤꯛ
চকপিকারোং	ꯆꯛꯄꯤꯀꯔꯣꯡ
গোল্ফকী	ꯒꯣꯜ꯭ꯐꯀꯤ
ক্লাপ্স্তা	ꯛꯂꯥꯞ꯭ꯁꯇꯥ
লুশিনগদবদগী	ꯂꯨꯁꯤꯅꯒꯗꯕꯗꯒꯤ
লুরিবদি	ꯂꯨꯔꯤꯕꯗꯤ
উথোক্তে	ꯎꯊꯣꯛꯇꯦ
পীরকখিবনি	ꯄꯤꯔꯛꯈꯤꯕꯅꯤ
পাকখিবা	ꯄꯥꯛꯈꯤꯕꯥ
লৌমীন্নখি	ꯂꯧꯃꯤꯟꯅꯈꯤ
থাগৎপগা	ꯊꯥꯒꯠꯄꯒꯥ
ৱাংজরবসু	ꯋꯥꯡꯖꯔꯕꯁꯨ
গুৱাহাতিরোমদা	ꯒꯨꯋꯥꯍꯥꯇꯤꯔꯣꯝꯗꯥ
থৌরাংশিংদা	ꯊꯧꯔꯥꯡꯁꯤꯡꯗꯥ
রিগুলার	ꯔꯤꯒꯨꯂꯥꯔ
তেংবাংনবগী	ꯇꯦꯡꯕꯥꯡꯅꯕꯒꯤ
রুফ	ꯔꯨꯐ
লিভনি	ꯂꯤꯚꯅꯤ
বেঙ্কশিংদা	ꯕꯦꯡ꯭ꯀꯁꯤꯡꯗꯥ
তৌমিন্নবনা	ꯇꯧꯃꯤꯟꯅꯕꯅꯥ
নেস্নেল	ꯅꯦꯁꯅꯦꯜ
লৌবদুনি	ꯂꯧꯕꯗꯨꯅꯤ
লোইকূম	ꯂꯣꯢꯀꯨꯝ
ইদগা	ꯏꯗꯒꯥ
অমাংবগী	ꯑꯃꯥꯡꯕꯒꯤ
লোয়খ্রে	ꯂꯣꯢꯈ꯭ꯔꯦ
এম্বু্যলেন্সশিংসু	ꯑꯦꯝꯕꯨꯌꯂꯦꯟꯁꯁꯤꯡꯁꯨ
থক্পা	ꯊꯛꯄꯥ
দাইরেক্তরবু	ꯗꯥꯢꯔꯦꯛꯇꯔꯕꯨ
খুন্দামিন্নরিবা	ꯈꯨꯟꯗꯥꯃꯤꯟꯅꯔꯤꯕꯥ
তৌরক্কনি	ꯇꯧꯔꯛꯀꯅꯤ
গভনরমেন্টকী	ꯒꯚꯅꯔꯃꯦꯟ꯭ꯇꯀꯤ
হন্দ্রিঙৈ	ꯍꯟꯗ꯭ꯔꯤꯉꯩ
পাজি	ꯄꯥꯖꯤ
এক্তিভাদা	ꯑꯦꯛꯇꯤꯚꯥꯗꯥ
রেজিস্ত্রশনদা	ꯔꯦꯖꯤꯁꯇ꯭ꯔꯁꯟꯗꯥ
থাদনি	ꯊꯥꯗꯅꯤ
মপুংফাব	ꯃꯄꯨꯡꯐꯥꯕ
পাঙ্গল্	ꯄꯥꯡꯒꯜ
লৌবসু	ꯂꯧꯕꯁꯨ
বোক্সরশিং	ꯕꯣꯀꯁꯔꯁꯤꯡ
খরগা	ꯈꯔꯒꯥ
মকোকশিংগা	ꯃꯀꯣꯛꯁꯤꯡꯒꯥ
ঙক্তা	ꯉꯛꯇꯥ
ৱার	ꯋꯥꯔ
প্রধান	ꯄ꯭ꯔꯙꯥꯟ
চিয়ারমেননা	ꯆꯤꯌꯥꯔꯃꯦꯟꯅꯥ
কপাখি	ꯀꯄꯥꯈꯤ
ইকাপ	ꯏꯀꯥꯞ
নিকি	ꯅꯤꯀꯤ
স্বাচতা	ꯁ꯭ꯋꯥꯆꯇꯥ
ফৈদাবুং	ꯐꯩꯗꯥꯕꯨꯡ
পুরকহনগনি	ꯄꯨꯔꯛꯍꯟꯒꯅꯤ
পান্খিবা	ꯄꯥꯟꯈꯤꯕꯥ
চেম্পরস	ꯆꯦꯝꯄꯔꯁ
নাগালেন্দনা	ꯅꯥꯒꯥꯂꯦꯟ꯭ꯗꯅꯥ
চত্লুই	ꯆꯠꯂꯨꯢ
মরাইবক্	ꯃꯔꯥꯢꯕꯛ
মায়োক্নবদা	ꯃꯥꯌꯣꯛꯅꯕꯗꯥ
তেল্লিদা	ꯇꯦꯜꯂꯤꯗꯥ
পোটস	ꯄꯣꯇꯁ
হৈঙাক	ꯍꯩꯉꯥꯛ
রেলিদা	ꯔꯦꯂꯤꯗꯥ
হাইরদুনা	ꯍꯥꯢꯔꯗꯨꯅꯥ
লোায়ননা	ꯂꯣꯢꯅꯅꯥ
শঙ্বাই	ꯁꯪꯕꯥꯢ
খোঙবদদি	ꯈꯣꯡꯕꯗꯗꯤ
মরিদু	ꯃꯔꯤꯗꯨ
খংদোকনবগীদমক	ꯈꯪꯗꯣꯛꯅꯕꯒꯤꯗꯃꯛ
থারক্কনি	ꯊꯥꯔꯛꯀꯅꯤ
জনুৱারিদা	ꯖꯅꯨꯋꯥꯔꯤꯗꯥ
বজেটকী	ꯕꯖꯦꯠꯀꯤ
নাইজেরিয়া	ꯅꯥꯢꯖꯦꯔꯤꯌꯥ
ঈরু	ꯏꯔꯨ
থৌবদা	ꯊꯧꯕꯗꯥ
ধানশ্রীদা	ꯙꯥꯟꯁ꯭ꯔꯤꯗꯥ
কৌবনিনা	ꯀꯧꯕꯅꯤꯅꯥ
বোদিশিং	ꯕꯣꯗꯤꯁꯤꯡ
ধলাই	ꯙꯂꯥꯢ
পুরনেশ্বরিনা	ꯄꯨꯔꯅꯦꯁ꯭ꯋꯔꯤꯅꯥ
কোকহন্ননবা	ꯀꯣꯛꯍꯟꯅꯅꯕꯥ
ইহৌদা	ꯏꯍꯧꯗꯥ
মহেন্দরগর	ꯃꯍꯦꯟꯗꯔꯒꯔ
রিছোর্স	ꯔꯤꯁꯣꯔ꯭ꯁ
প্রোজেক্টনা	ꯄ꯭ꯔꯣꯖꯦꯛ꯭ꯇꯅꯥ
উনৈ	ꯎꯅꯩ
রাক্ষা	ꯔꯥꯛꯁꯥ
লৌগা	ꯂꯧꯒꯥ
বেক্রা	ꯕꯦꯀ꯭ꯔꯥ
পীকপা	ꯄꯤꯛꯄꯥ
তরুকখক্তমক	ꯇꯔꯨꯛꯈꯛꯇꯃꯛ
ফাওহন্নবগী	ꯐꯥꯎꯍꯟꯅꯕꯒꯤ
জন্ত্রশিংগী	ꯖꯟꯇ꯭ꯔꯁꯤꯡꯒꯤ
হরিবন্স	ꯍꯔꯤꯕꯟ꯭ꯁ
পীরকখিবা	ꯄꯤꯔꯛꯈꯤꯕꯥ
ষ্টিয়ারিং	ꯁ꯭ꯇꯤꯌꯥꯔꯤꯡ
ফত্ত	ꯐꯠꯇ
হুন্দোক্লম্লগা	ꯍꯨꯟꯗꯣꯛꯂꯝꯂꯒꯥ
ইবেল	ꯏꯕꯦꯜ
ইলেক্সনগী	ꯏꯂꯦꯛꯁꯟꯒꯤ
মৌপ্ৱাদুগী	ꯃꯧꯄ꯭ꯋꯥꯗꯨꯒꯤ
কম্মনৱেল্থ	ꯀꯝꯃꯟꯋꯦꯜ꯭ꯊ
লেপ্ত্রি	ꯂꯦꯞꯇ꯭ꯔꯤ
চাই	ꯆꯥꯢ
চন্ননবগীদমক	ꯆꯟꯅꯅꯕꯒꯤꯗꯃꯛ
সুরোধোনি	ꯁꯨꯔꯣꯙꯣꯅꯤ
সনাতেন	ꯁꯅꯥꯇꯦꯟ
নুপীসু	ꯅꯨꯄꯤꯁꯨ
উহল্লি	ꯎꯍꯜꯂꯤ
জিলাগীসু	ꯖꯤꯂꯥꯒꯤꯁꯨ
লম্শাদা	ꯂꯝꯁꯥꯗꯥ
লানমীশিংগী	ꯂꯥꯟꯃꯤꯁꯤꯡꯒꯤ
দিনদয়ালনা	ꯗꯤꯟꯗꯌꯥꯜꯅꯥ
ফ্রাইদ	ꯐ꯭ꯔꯥꯢꯗ
একাদেমীক	ꯑꯦꯀꯥꯗꯦꯃꯤꯛ
ভানিজ্য	ꯚꯥꯅꯤꯖ꯭ꯌ
কোচনা	ꯀꯣꯆꯅꯥ
ফোংদোক্নরকপদগী	ꯐꯣꯡꯗꯣꯛꯅꯔꯛꯄꯗꯒꯤ
সভাদদি	ꯁꯚꯥꯗꯗꯤ
লোংজাংদা	ꯂꯣꯡꯖꯥꯡꯗꯥ
লৈমিন্নবদগী	ꯂꯩꯃꯤꯟꯅꯕꯗꯒꯤ
মনিপুরি	ꯃꯅꯤꯄꯨꯔꯤ
য়ুম্লোন্নবা	ꯌꯨꯝꯂꯣꯟꯅꯕꯥ
চত্পদুদা	ꯆꯠꯄꯗꯨꯗꯥ
অৱাংমতাবদা	ꯑꯋꯥꯡꯃꯇꯥꯕꯗꯥ
ফোংদোরক্লি	ꯐꯣꯡꯗꯣꯔꯛꯂꯤ
স্তেসনগী	ꯁꯇꯦꯁꯟꯒꯤ
লৌমীশিংগসু	ꯂꯧꯃꯤꯁꯤꯡꯒꯁꯨ
ব্লিসফেল্ডপু	ꯕ꯭ꯂꯤꯁꯐꯦꯜ꯭ꯗꯄꯨ
ফ্লামনা	ꯐ꯭ꯂꯥꯝꯅꯥ
লমদসু	ꯂꯝꯗꯁꯨ
শাগৎতুনা	ꯁꯥꯒꯠꯇꯨꯅꯥ
থম্বালখোং	ꯊꯝꯕꯥꯜꯈꯣꯡ
কেন্দিদেটশিংগী	ꯀꯦꯟꯗꯤꯗꯦꯠꯁꯤꯡꯒꯤ
হোংদোক্লগা	ꯍꯣꯡꯗꯣꯛꯂꯒꯥ
কাপথোক্কদবনি	ꯀꯥꯞꯊꯣꯛꯀꯗꯕꯅꯤ
তোম্বীদু	ꯇꯣꯝꯕꯤꯗꯨ
ঐদী	ꯑꯩꯗꯤ
ফুংরৈতাং	ꯐꯨꯡꯔꯩꯇꯥꯡ
ৱাত্তনা	ꯋꯥꯠꯇꯅꯥ
থৌরমদু	ꯊꯧꯔꯝꯗꯨ
শেম্লকপনি	ꯁꯦꯝꯂꯛꯄꯅꯤ
তরাৱি	ꯇꯔꯥꯋꯤ
শীন্জগে	ꯁꯤꯟꯖꯒꯦ
য়াওনিংবা	ꯌꯥꯎꯅꯤꯡꯕꯥ
হৈকৎ	ꯍꯩꯀꯠ
নিংশিংদুনা	ꯅꯤꯡꯁꯤꯡꯗꯨꯅꯥ
ষ্টদিয়মদা	ꯁ꯭ꯇꯗꯤꯌꯝꯗꯥ
চেন্নখিদে	ꯆꯦꯟꯅꯈꯤꯗꯦ
সবমেরিন	ꯁꯕꯃꯦꯔꯤꯟ
তৌথোরকপা	ꯇꯧꯊꯣꯔꯛꯄꯥ
ৱারিয়রশিংনা	ꯋꯥꯔꯤꯌꯔꯁꯤꯡꯅꯥ
দেবিগৌড়ানা	ꯗꯦꯕꯤꯒꯧꯔꯥꯅꯥ
দিরেক্তরনা	ꯗꯤꯔꯦꯛꯇꯔꯅꯥ
লৈকাইগী	ꯂꯩꯀꯥꯢꯒꯤ
ফাইতরস	ꯐꯥꯢꯇꯔꯁ
পীগে	ꯄꯤꯒꯦ
ফুমথক্তা	ꯐꯨꯝꯊꯛꯇꯥ
ওর্গনাইজেসন	ꯑꯣꯔꯒꯅꯥꯢꯖꯦꯁꯟ
তোম	ꯇꯣꯝ
কোব্রা	ꯀꯣꯕ꯭ꯔꯥ
পিগরি	ꯄꯤꯒꯔꯤ
করাৱাল	ꯀꯔꯥꯋꯥꯜ
থুমজিনখ্রবা	ꯊꯨꯝꯖꯤꯟꯈ꯭ꯔꯕꯥ
মখোঙনা	ꯃꯈꯣꯡꯅꯥ
এজেন্সিশিংগসু	ꯑꯦꯖꯦꯟꯁꯤꯁꯤꯡꯒꯁꯨ
নিকারাগুৱাদা	ꯅꯤꯀꯥꯔꯥꯒꯨꯋꯥꯗꯥ
লালনসু	ꯂꯥꯜꯅꯁꯨ
বলগেরিয়াগী	ꯕꯜꯒꯦꯔꯤꯌꯥꯒꯤ
কোন্সিলিএসন	ꯀꯣꯟꯁꯤꯂꯤꯑꯦꯁꯟ
অনৌবাা	ꯑꯅꯧꯕꯥ
রিএলাইজিং	ꯔꯤꯑꯦꯂꯥꯢꯖꯤꯡ
ওক্সিজেনগী	ꯑꯣꯛꯁꯤꯖꯦꯟꯒꯤ
মেটচকীদমক	ꯃꯦꯠꯆꯀꯤꯗꯃꯛ
লেবেলদগী	ꯂꯦꯕꯦꯜꯗꯒꯤ
পার্সোনেলশিংগী	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯒꯤ
প্লেকার্দশিং	ꯄ꯭ꯂꯦꯀꯥꯔ꯭ꯗꯁꯤꯡ
বলবনা	ꯕꯜꯕꯅꯥ
ক্বালিফাইয়র	ꯀ꯭ꯋꯥꯂꯤꯐꯥꯢꯌꯔ
বেঙ্গলোরদা	ꯕꯦꯡꯒꯂꯣꯔꯗꯥ
থক্লুসি	ꯊꯛꯂꯨꯁꯤ
প্লেটফোর্মনা	ꯄ꯭ꯂꯦꯠꯐꯣꯔ꯭ꯃꯅꯥ
জয়নতিয়া	ꯖꯌꯟꯇꯤꯌꯥ
গর্ভনান্সনা	ꯒꯔꯚꯅꯥꯟ꯭ꯁꯅꯥ
শুগদৌরে	ꯁꯨꯒꯗꯧꯔꯦ
চৎগনি	ꯆꯠꯒꯅꯤ
হাপিরগা	ꯍꯥꯄꯤꯔꯒꯥ
মীংদা	ꯃꯤꯡꯗꯥ
ব্রহমোসকী	ꯕ꯭ꯔꯍꯃꯣꯁꯀꯤ
চেরি	ꯆꯦꯔꯤ
খনগৎতুনা	ꯈꯟꯒꯠꯇꯨꯅꯥ
গাইনিকোলোজিষ্টশি	ꯒꯥꯢꯅꯤꯀꯣꯂꯣꯖꯤꯁ꯭ꯇꯁꯤ
খোমদোকপা	ꯈꯣꯝꯗꯣꯛꯄꯥ
সবানিধিগী	ꯁꯕꯥꯅꯤꯙꯤꯒꯤ
লাইটকোরদা	ꯂꯥꯢꯠꯀꯣꯔꯗꯥ
এশিংগী	ꯑꯦꯁꯤꯡꯒꯤ
কোংপাল	ꯀꯣꯡꯄꯥꯜ
জাগিরোড	ꯖꯥꯒꯤꯔꯣꯗ
লাইরেম্বীবু	ꯂꯥꯢꯔꯦꯝꯕꯤꯕꯨ
কাউ	ꯀꯥꯎ
চত্থহন্নবগীদমক	ꯆꯠꯊꯍꯟꯅꯕꯒꯤꯗꯃꯛ
সোরোকখাইবম	ꯁꯣꯔꯣꯀꯈꯥꯢꯕꯝ
সুগাগী	ꯁꯨꯒꯥꯒꯤ
মবুধৌগী	ꯃꯕꯨꯙꯧꯒꯤ
য়াওদ্রবা	ꯌꯥꯎꯗ꯭ꯔꯕꯥ
ওক্সিজেনকী	ꯑꯣꯛꯁꯤꯖꯦꯟꯀꯤ
ওন্থোকনবসু	ꯑꯣꯟꯊꯣꯛꯅꯕꯁꯨ
কাপথোকপনচিংবা	ꯀꯥꯞꯊꯣꯛꯄꯅꯆꯤꯡꯕꯥ
কাংলুপশিংনা	ꯀꯥꯡꯂꯨꯞꯁꯤꯡꯅꯥ
তারম্বদু	ꯇꯥꯔꯝꯕꯗꯨ
সমগ্র	ꯁꯝꯒ꯭ꯔ
পাইশিল্লগা	ꯄꯥꯢꯁꯤꯜꯂꯒꯥ
পাউগী	ꯄꯥꯎꯒꯤ
ফূবি	ꯐꯨꯕꯤ
ষ্টাম্প	ꯁ꯭ꯇꯥꯝ꯭ꯄ
হেনগৎননবনি	ꯍꯦꯟꯒꯠꯅꯅꯕꯅꯤ
ৱাংখৈবু	ꯋꯥꯡꯈꯩꯕꯨ
লমতাকপীবা	ꯂꯝꯇꯥꯛꯄꯤꯕꯥ
সার্ভিসকুম্বা	ꯁꯥꯔꯚꯤꯁꯀꯨꯝꯕꯥ
ননাওচা	ꯅꯅꯥꯎꯆꯥ
য়াহন্গদবনি	ꯌꯥꯍꯟꯒꯗꯕꯅꯤ
ইন্তরনেটকা	ꯏꯟꯇꯔꯅꯦꯠꯀꯥ
আফগানিস্তান	ꯑꯥꯐꯒꯥꯅꯤꯁꯇꯥꯟ
হুমনিগী	ꯍꯨꯝꯅꯤꯒꯤ
বিরগর	ꯕꯤꯔꯒꯔ
লাকপদু	ꯂꯥꯛꯄꯗꯨ
ইকুগী	ꯏꯀꯨꯒꯤ
মীশা	ꯃꯤꯁꯥ
মাইস্নামনা	ꯃꯥꯢꯁꯅꯥꯝꯅꯥ
ইবোচৌ	ꯏꯕꯣꯆꯧ
থৌবশিংদা	ꯊꯧꯕꯁꯤꯡꯗꯥ
তাক্পীরে	ꯇꯥꯛꯄꯤꯔꯦ
য়াদবপু	ꯌꯥꯗꯕꯄꯨ
ওইথোকপসু	ꯑꯣꯢꯊꯣꯛꯄꯁꯨ
কাজিরঙ্গা	ꯀꯥꯖꯤꯔꯪꯒꯥ
পার্সোনেল	ꯄꯥꯔꯁꯣꯅꯦꯜ
লায়েংলকখিবনি	ꯂꯥꯌꯦꯡꯂꯛꯈꯤꯕꯅꯤ
শরা	ꯁꯔꯥ
মরীক	ꯃꯔꯤꯛ
মারৱাহি	ꯃꯥꯔꯋꯥꯍꯤ
সিল্লিগুরিদা	ꯁꯤꯜꯂꯤꯒꯨꯔꯤꯗꯥ
সনকলন	ꯁꯅꯛꯂꯟ
তৌরিবা	ꯇꯧꯔꯤꯕꯥ
ঐগা	ꯑꯩꯒꯥ
বদোদরা	ꯕꯗꯣꯗꯔꯥ
ওপরেসন	ꯑꯣꯄꯔꯦꯁꯟ
হৈদি	ꯍꯩꯗꯤ
লংথোকপা	ꯂꯪꯊꯣꯛꯄꯥ
অর্টিসানশিং	ꯑꯔꯇꯤꯁꯥꯟꯁꯤꯡ
মখোলশিং	ꯃꯈꯣꯜꯁꯤꯡ
লমতাচাওনা	ꯂꯝꯇꯥꯆꯥꯎꯅꯥ
য়ুএন	ꯌꯨꯑꯦꯟ
নুপীদুবু	ꯅꯨꯄꯤꯗꯨꯕꯨ
মপাংওইবা	ꯃꯄꯥꯡꯑꯣꯢꯕꯥ
শোত্থদুনা	ꯁꯣꯠꯊꯗꯨꯅꯥ
ইন্সটিট্যুটনি	ꯏꯟ꯭ꯁꯇꯤꯇ꯭ꯌꯨꯠꯅꯤ
জুকোদা	ꯖꯨꯀꯣꯗꯥ
মহৌশানি	ꯃꯍꯧꯁꯥꯅꯤ
তাইনসোংনা	ꯇꯥꯢꯟꯁꯣꯡꯅꯥ
এনালাইসিসকী	ꯑꯦꯅꯥꯂꯥꯢꯁꯤꯁꯀꯤ
পাঙথোক্লি	ꯄꯥꯡꯊꯣꯛꯂꯤ
চাউশিল্লবগে	ꯆꯥꯎꯁꯤꯜꯂꯕꯒꯦ
চুখিগনি	ꯆꯨꯈꯤꯒꯅꯤ
কাবগী	ꯀꯥꯕꯒꯤ
লাবদুনা	ꯂꯥꯕꯗꯨꯅꯥ
ফগৎলক্নবগীদমক	ꯐꯒꯠꯂꯛꯅꯕꯒꯤꯗꯃꯛ
তৌরিবনি	ꯇꯧꯔꯤꯕꯅꯤ
মখূজিল্গী	ꯃꯈꯨꯖꯤꯜꯒꯤ
থমলে	ꯊꯝꯂꯦ
থৎখি	ꯊꯠꯈꯤ
ইনষ্টিট্যুটকীনা	ꯏꯟꯁ꯭ꯇꯤꯇ꯭ꯌꯨꯠꯀꯤꯅꯥ
হৌদোরকখিবনি	ꯍꯧꯗꯣꯔꯛꯈꯤꯕꯅꯤ
পেন্সন্নরশিংদা	ꯄꯦꯟꯁꯟꯅꯔꯁꯤꯡꯗꯥ
দিরেন	ꯗꯤꯔꯦꯟ
হৌখিবগীদমক	ꯍꯧꯈꯤꯕꯒꯤꯗꯃꯛ
একনোলেজ	ꯑꯦꯛꯅꯣꯂꯦꯖ
অনাবশিংগসু	ꯑꯅꯥꯕꯁꯤꯡꯒꯁꯨ
চৎলুবনি	ꯆꯠꯂꯨꯕꯅꯤ
মেন্শিল্লে	ꯃꯦꯟꯁꯤꯜꯂꯦ
হোকর	ꯍꯣꯀꯔ
হোৎনরমখি	ꯍꯣꯠꯅꯔꯝꯈꯤ
উইবদগী	ꯎꯏꯕꯗꯒꯤ
গেংগী	ꯒꯦꯡꯒꯤ
মথংশিৎনা	ꯃꯊꯪꯁꯤꯠꯅꯥ
পোক্সো	ꯄꯣꯛꯁꯣ
কাওরোইদবনি	ꯀꯥꯎꯔꯣꯢꯗꯕꯅꯤ
ইখ্রে	ꯏꯈ꯭ꯔꯦ
নুংশিবীদুনা	ꯅꯨꯡꯁꯤꯕꯤꯗꯨꯅꯥ
লম্নলাইনা	ꯂꯝꯅꯂꯥꯢꯅꯥ
নশাদুনা	ꯅꯁꯥꯗꯨꯅꯥ
করিয়াকর্তাশিং	ꯀꯔꯤꯌꯥꯀꯔꯇꯥꯁꯤꯡ
এলুমনাইনা	ꯑꯦꯂꯨꯝꯅꯥꯢꯅꯥ
লৌবুক্তা	ꯂꯧꯕꯨꯛꯇꯥ
ডুরর্দসন	ꯗꯨꯔꯔꯗꯁꯟ
ঙান্থোইনা	ꯉꯥꯟꯊꯣꯢꯅꯥ
ক্যুইজদা	ꯀ꯭ꯌꯨꯢꯖꯗꯥ
নোটিফাইদ	ꯅꯣꯇꯤꯐꯥꯢꯗ
বাসুদেবা	ꯕꯥꯁꯨꯗꯦꯕꯥ
এফিয়ার্সকী	ꯑꯦꯐꯤꯌꯥꯔ꯭ꯁꯀꯤ
পায়খৎপীনবা	ꯄꯥꯢꯈꯠꯄꯤꯅꯕꯥ
চর্চকি	ꯆꯔ꯭ꯆꯀꯤ
চানি	ꯆꯥꯅꯤ
চাংদম্নিংঙাই	ꯆꯥꯡꯗꯝꯅꯤꯡꯉꯥꯢ
লাইরেল	ꯂꯥꯢꯔꯦꯜ
হোৎনরবদি	ꯍꯣꯠꯅꯔꯕꯗꯤ
য়ৌখিবগা	ꯌꯧꯈꯤꯕꯒꯥ
ফিলোসোফিনা	ꯐꯤꯂꯣꯁꯣꯐꯤꯅꯥ
হায়্বগুম্না	ꯍꯥꯢꯕꯒꯨꯝꯅꯥ
মীংথোনবা	ꯃꯤꯡꯊꯣꯟꯕꯥ
বেদমিন্টনদা	ꯕꯦꯗꯃꯤꯟꯇꯟꯗꯥ
তিক	ꯇꯤꯛ
লেপহন্নবা	ꯂꯦꯞꯍꯟꯅꯕꯥ
তৌহন্বদুসু	ꯇꯧꯍꯟꯕꯗꯨꯁꯨ
তোকখি	ꯇꯣꯛꯈꯤ
সাইবর	ꯁꯥꯢꯕꯔ
শাদানি	ꯁꯥꯗꯥꯅꯤ
লুরবা	ꯂꯨꯔꯕꯥ
হোস্পিতালশিংদনা	ꯍꯣꯁꯄꯤꯇꯥꯜꯁꯤꯡꯗꯅꯥ
প্রমোতরস	ꯄ꯭ꯔꯃꯣꯇꯔꯁ
পাউচেদনা	ꯄꯥꯎꯆꯦꯗꯅꯥ
কিষানগর	ꯀꯤꯁꯥꯅꯒꯔ
ফোংদোকরকপদগী	ꯐꯣꯡꯗꯣꯛꯔꯛꯄꯗꯒꯤ
দেবীসু	ꯗꯦꯕꯤꯁꯨ
লমায়	ꯂꯃꯥꯢ
কোলকতা	ꯀꯣꯜꯀꯇꯥ
ভারতকীনি	ꯚꯥꯔꯠꯀꯤꯅꯤ
ওনর্স	ꯑꯣꯅꯔ꯭ꯁ
দেয়েরিংনা	ꯗꯦꯌꯦꯔꯤꯡꯅꯥ
লোয়নরক্কদবনি	ꯂꯣꯢꯅꯔꯛꯀꯗꯕꯅꯤ
ৱাংলম্লগনি	ꯋꯥꯡꯂꯝꯂꯒꯅꯤ
পুথোক্লিবা	ꯄꯨꯊꯣꯛꯂꯤꯕꯥ
ঙম্লম্মী	ꯉꯝꯂꯝꯃꯤ
ফরবী	ꯐꯔꯕꯤ
ফংবদি	ꯐꯪꯕꯗꯤ
পাম্বা	ꯄꯥꯝꯕꯥ
থিনজিন	ꯊꯤꯟꯖꯤꯟ
তারোই	ꯇꯥꯔꯣꯢ
সপোর্ট	ꯁꯄꯣꯔꯠ
নোক্পগুম	ꯅꯣꯛꯄꯒꯨꯝ
আপিল	ꯑꯥꯄꯤꯜ
আর্টসতা	ꯑꯥꯔ꯭ꯇꯁꯇꯥ
ইনভেটিচর	ꯏꯟꯚꯦꯇꯤꯆꯔ
চংবীদনবা	ꯆꯪꯕꯤꯗꯅꯕꯥ
পীখ্রেনচিংবা	ꯄꯤꯈ꯭ꯔꯦꯅꯆꯤꯡꯕꯥ
সুপোল	ꯁꯨꯄꯣꯜ
ইষ্টিমেটসকী	ꯏꯁꯇꯤꯃꯦꯠꯁꯀꯤ
পাং	ꯄꯥꯡ
ভোলুন্টিয়ারস	ꯚꯣꯂꯨꯟꯇꯤꯌꯥꯔꯁ
গঙ্গাপুরদা	ꯒꯪꯒꯥꯄꯨꯔꯗꯥ
চংগদৌরিবা	ꯆꯪꯒꯗꯧꯔꯤꯕꯥ
ৱাখল্লোনগী	ꯋꯥꯈꯜꯂꯣꯟꯒꯤ
লৈবাক্তুদা	ꯂꯩꯕꯥꯛꯇꯨꯗꯥ
লায়েংবগা	ꯂꯥꯌꯦꯡꯕꯒꯥ
পাংনদুনা	ꯄꯥꯡꯅꯗꯨꯅꯥ
খাবৈশোইদগী	ꯈꯥꯕꯩꯁꯣꯢꯗꯒꯤ
চংলিবসি	ꯆꯪꯂꯤꯕꯁꯤ
তৌরবদি	ꯇꯧꯔꯕꯗꯤ
জুলোজিকেল	ꯖꯨꯂꯣꯖꯤꯀꯦꯜ
থেংনখি	ꯊꯦꯡꯅꯈꯤ
চাউথোক্পোইরে	ꯆꯥꯎꯊꯣꯛꯄꯣꯢꯔꯦ
নারক্তনবা	ꯅꯥꯔꯛꯇꯅꯕꯥ
ফিংগোদেপ	ꯐꯤꯡꯒꯣꯗꯦꯞ
লুহোংবদা	ꯂꯨꯍꯣꯡꯕꯗꯥ
একাদমিদা	ꯑꯦꯀꯥꯗꯃꯤꯗꯥ
মখোয়গীশিং	ꯃꯈꯣꯢꯒꯤꯁꯤꯡ
